2023-12-21;36.7;12.09;359;843;1;0
2024-08-05;55.55;48.83;323;843;1;0
2022-08-31;44.07;47.19;343;843;1;1
2024-08-23;45.81;40.7;487;843;1;0
2023-12-24;49.88;22.74;759;843;1;1
2022-09-10;57.35;47.56;779;843;1;1
2024-08-12;38.03;27.2;314;843;1;1
2024-11-01;33.52;35.64;671;843;1;0
2022-01-14;47.27;47.54;562;843;0;0
2020-06-18;45.22;26.57;575;843;1;1
2022-12-29;51.04;35.5;588;843;1;0
2025-04-28;44.52;26.15;668;843;1;1
2023-08-27;37.75;43.98;435;843;1;0
2025-04-20;33.37;44.16;657;843;0;0
2021-02-17;43.9;20.49;716;843;1;1
2023-06-01;53.24;16.77;629;843;0;0
2020-10-10;40.68;13.28;765;843;0;1
2021-10-16;35.49;11.59;761;843;1;0
2024-03-25;51.47;22.08;644;843;1;0
2024-02-14;39.19;48.74;839;843;1;1
2020-09-08;45.84;21.44;786;843;1;1
2021-12-06;44.12;30.51;740;843;0;0
2022-10-08;50.72;11.38;436;843;1;0
2021-07-11;32.3;33.4;877;843;1;1
2024-10-15;55.47;36.75;809;843;1;1
2021-09-28;54.35;38.06;583;843;1;0
2021-12-24;35.93;25.45;607;843;1;1
2020-10-21;49.82;13.46;857;843;0;0
2022-08-06;37.93;27.23;399;843;0;1
2021-07-24;58.21;31.72;776;843;1;0
2022-01-06;54.13;25.87;699;843;0;1
2023-06-01;52.02;45.8;577;843;1;1
2023-11-02;33.2;29.45;783;843;0;1
2020-09-12;36.89;26.65;731;843;0;0
2021-01-29;40.99;43.13;827;843;0;1
2023-10-04;40.18;43.35;737;843;1;0
2023-10-31;47.11;35.05;561;843;1;0
2024-03-29;32.59;15.68;824;843;0;1
2023-08-31;44.06;18.61;461;843;0;1
2023-12-06;36.22;13.5;574;843;1;0
2021-05-18;45.69;36.63;528;843;0;0
2023-09-21;37.88;25.44;859;843;0;0
2024-09-02;42.34;16.11;668;843;0;0
2022-12-17;54.18;44.03;805;843;1;0
2023-12-20;34.01;18.56;444;843;0;1
2025-03-26;34.03;32.82;666;843;0;1
2021-09-27;57.13;22.55;530;843;0;1
2020-10-02;30.31;35.79;429;843;1;0
2023-05-18;34.34;45.08;482;843;1;0
2024-02-13;39.37;22.67;542;843;1;1
2023-10-06;53.62;36.27;618;843;0;1
2021-04-17;33.66;34.76;326;843;1;0
2020-12-24;39.21;41.43;833;843;0;0
2021-07-09;56.99;39.67;339;843;0;1
2023-03-15;42.54;43.1;435;843;1;1
2023-07-06;47.74;24.56;399;843;0;0
2023-01-23;60.0;15.02;378;843;1;1
2024-05-11;57.54;29.38;740;843;0;0
2021-05-22;50.03;23.98;347;843;0;1
2022-04-26;51.88;20.25;440;843;0;1
2020-09-14;32.48;23.85;631;843;0;1
2023-02-15;53.5;21.58;652;843;0;0
2022-02-21;59.44;28.28;605;843;1;0
2024-01-01;57.79;48.8;535;843;0;0
2025-05-13;37.54;28.35;583;843;1;0
2024-06-01;46.12;19.45;591;843;0;0
2022-04-29;40.78;32.65;470;843;0;0
2025-01-28;36.45;30.79;342;843;0;1
2021-01-26;34.83;45.68;311;843;1;1
2025-05-18;40.84;49.84;747;843;1;1
2023-05-18;38.11;45.99;758;843;0;1
2022-05-04;52.83;29.25;305;843;1;0
2021-08-31;36.35;32.51;534;843;1;0
2021-03-09;30.52;22.74;597;843;0;1
2022-10-17;38.02;25.55;688;843;0;0
2023-09-20;45.39;49.88;738;843;0;0
2023-04-03;58.43;14.74;441;843;0;0
2025-03-17;54.12;21.17;752;843;0;1
2023-04-02;48.88;23.84;459;843;1;1
2020-10-23;53.68;38.41;622;843;1;0
2023-12-25;45.11;20.72;599;843;0;0
2025-03-20;38.89;38.99;628;843;1;1
2021-11-16;37.07;12.76;620;843;1;1
2020-09-25;43.01;36.1;782;843;1;0
2021-02-23;43.26;37.21;312;843;0;0
2023-04-02;30.55;40.13;378;843;1;1
2023-11-03;30.64;27.09;409;843;0;0
2023-08-22;56.87;47.92;353;843;0;1
2023-07-02;36.77;18.08;414;843;0;0
2023-06-08;38.98;33.19;626;843;0;0
2021-07-11;58.66;14.84;564;843;0;1
2021-05-20;42.88;31.83;423;843;0;1
2021-03-17;46.2;10.65;381;843;1;1
2021-08-12;33.82;18.85;466;843;0;0
2021-04-24;47.76;37.06;493;843;1;0
2022-12-02;57.06;21.07;882;843;0;1
2022-07-20;57.94;25.72;742;843;0;0
2024-11-07;43.9;42.9;718;843;1;1
2022-04-04;34.04;26.63;759;843;0;1
2024-02-08;50.18;13.88;725;843;0;1
2024-09-18;57.95;29.46;529;843;1;1
2022-04-18;39.15;28.2;583;843;1;0
2024-03-10;30.01;27.32;473;843;0;0
2024-10-04;59.18;22.94;616;843;1;1
2023-09-08;48.52;15.27;733;843;0;0
2022-05-22;43.37;11.98;688;843;0;1
2023-10-17;36.82;29.15;619;843;0;1
2021-04-20;40.84;34.56;548;843;0;0
2021-03-15;31.74;44.49;874;843;0;1
2021-09-22;59.98;49.75;469;843;0;0
2020-07-31;30.64;49.51;332;843;0;0
2023-08-16;59.63;37.55;311;843;1;1
2025-03-18;43.85;31.97;805;843;1;0
2024-08-26;44.32;44.07;857;843;0;0
2023-06-16;58.42;43.35;712;843;1;0
2023-07-22;54.26;10.24;693;843;0;0
2020-11-11;50.25;47.51;364;843;0;1
2021-06-30;53.3;43.55;639;843;0;1
2021-07-16;57.28;39.68;318;843;0;0
2020-09-05;46.63;29.93;483;843;1;1
2025-03-10;30.4;18.79;387;843;0;0
2022-03-02;31.93;48.95;841;843;0;0
2021-05-10;41.9;33.19;391;843;1;0
2021-02-16;58.65;14.9;750;843;0;1
2022-07-28;51.65;27.83;316;843;1;0
2022-07-25;35.97;41.25;496;843;1;0
2023-09-07;52.48;45.36;413;843;1;1
2022-06-19;50.8;10.03;775;843;1;0
2022-11-07;51.0;21.22;402;843;0;1
2020-07-11;56.17;16.76;625;843;0;1
2021-09-22;37.27;31.62;326;843;0;0
2021-11-13;57.13;30.83;590;843;0;1
2024-07-14;50.3;22.82;582;843;0;1
2023-01-08;57.69;36.73;822;843;0;1
2020-09-15;48.76;47.65;632;843;1;1
2022-10-01;47.47;22.74;541;843;0;1
2022-03-15;30.26;46.11;784;843;1;1
2021-04-09;32.34;19.07;583;843;1;0
2025-05-24;30.04;32.14;416;843;0;1
2023-09-27;53.41;11.58;426;843;1;1
2020-09-14;55.16;23.69;571;843;0;1
2021-04-13;50.12;23.25;840;843;0;1
2022-05-06;39.32;28.71;380;843;0;0
2023-01-30;41.65;42.01;416;843;0;0
2021-04-09;54.26;18.83;586;843;1;1
2025-04-13;43.61;42.39;597;843;1;1
2023-12-14;30.21;32.06;883;843;0;1
2023-02-06;59.1;31.39;402;843;1;1
2023-04-12;51.21;43.46;679;843;0;1
2021-12-03;59.22;18.84;709;843;1;1
2023-02-12;30.06;49.38;571;843;0;0
2020-11-29;43.26;20.38;779;843;1;0
2020-10-24;37.94;40.12;694;843;1;0
2022-01-01;56.04;12.39;747;843;1;0
2022-12-05;38.45;12.0;698;843;1;1
2021-04-04;59.75;28.65;894;843;1;1
2021-04-03;54.5;40.6;548;843;1;1
2024-07-07;50.92;10.38;824;843;1;1
2024-09-30;53.03;37.74;528;843;0;0
2022-10-13;58.17;28.54;409;843;0;0
2024-12-23;47.85;16.35;321;843;1;1
2021-06-05;41.35;48.04;626;843;0;1
2020-07-26;34.83;34.94;787;843;1;0
2024-11-15;35.77;23.72;423;843;1;1
2025-01-15;30.53;25.2;839;843;1;0
2025-02-11;44.21;45.48;454;843;0;1
2023-08-05;39.33;19.31;384;843;1;1
2023-04-23;53.22;48.17;867;843;1;1
2021-05-31;49.13;17.29;674;843;0;1
2023-01-29;34.65;10.27;361;843;0;0
2024-02-14;43.47;34.08;732;843;0;0
2022-06-07;57.34;26.64;835;843;1;1
2024-10-22;59.18;10.02;452;843;0;1
2021-01-19;51.13;16.75;436;843;1;1
2024-05-12;47.68;15.4;343;843;1;0
2025-03-01;51.8;46.79;659;843;1;1
2024-12-31;50.56;20.34;518;843;0;0
2023-01-09;45.34;48.93;304;843;0;1
2021-04-11;54.96;41.82;394;843;1;0
2024-02-17;59.25;33.59;789;843;0;1
2024-01-21;58.06;31.68;668;843;1;0
2022-06-07;56.03;12.65;372;843;1;0
2024-10-12;35.19;33.54;798;843;0;0
2025-05-21;47.43;25.77;388;843;1;1
2022-08-26;55.38;27.62;755;843;0;0
2023-07-14;47.73;37.08;761;843;1;1
2021-02-21;30.43;14.4;702;843;1;0
2022-07-08;50.36;25.24;457;843;0;1
2021-09-09;40.82;36.98;689;843;1;1
2021-07-14;34.96;44.16;523;843;0;0
2020-06-26;32.8;39.05;354;843;1;0
2021-01-25;31.33;15.52;737;843;1;0
2025-04-26;42.49;35.73;521;843;1;1
2021-04-16;38.72;45.34;551;843;0;1
2022-03-10;47.8;35.28;589;843;0;1
2020-08-19;49.11;31.55;856;843;0;0
2023-02-17;56.47;20.42;683;843;1;1
2022-10-24;48.07;11.94;506;843;0;1
2020-12-22;44.46;23.74;791;843;1;0
2021-03-24;49.79;24.43;743;843;0;0
2023-05-26;52.5;29.93;535;843;1;1
2023-02-07;36.68;22.32;789;843;1;0
2023-04-21;35.02;48.96;392;843;0;0
2021-08-09;50.18;19.65;446;843;0;0
2024-02-26;39.58;14.87;584;843;1;0
2022-11-02;34.9;29.75;444;843;1;0
2024-03-19;33.45;23.41;511;843;0;0
2022-11-29;52.1;20.61;817;843;0;1
2023-10-17;33.6;25.82;495;843;0;1
2023-11-28;58.36;27.72;651;843;0;0
2023-07-17;55.1;41.95;594;843;1;1
2023-07-12;44.66;14.47;346;843;1;1
2025-05-18;45.09;14.38;363;843;0;1
2021-03-09;38.12;25.83;378;843;0;1
2021-10-19;48.01;46.57;336;843;0;1
2021-03-02;57.57;19.85;437;843;1;1
2025-04-12;30.15;39.89;868;843;0;1
2021-06-30;58.2;44.11;653;843;1;1
2025-05-07;40.7;34.92;432;843;1;0
2024-03-26;43.51;33.43;778;843;1;0
2024-07-15;59.99;33.97;599;843;0;1
2024-06-06;55.75;36.85;582;843;0;1
2024-02-11;43.83;33.25;416;843;1;1
2024-01-13;32.84;23.24;890;843;0;1
2022-11-16;37.39;33.87;417;843;0;0
2024-08-31;53.01;15.13;785;843;0;0
2025-01-30;41.63;26.8;721;843;0;1
2020-07-17;34.57;47.0;881;843;0;1
2024-10-05;42.23;44.46;556;843;0;1
2024-03-15;52.22;14.77;445;843;0;0
2025-03-18;57.14;14.83;434;843;0;1
2022-07-13;39.79;20.46;383;843;1;0
2024-01-25;55.08;21.12;737;843;0;0
2023-07-06;56.4;11.0;463;843;1;0
2024-12-10;41.22;31.37;891;843;0;1
2024-11-06;35.62;49.08;723;843;0;0
2020-07-24;43.28;21.39;444;843;0;0
2020-12-07;38.71;22.45;700;843;1;1
2021-04-27;58.68;24.47;396;843;0;1
2024-10-15;47.99;49.67;754;843;1;0
2022-04-16;53.4;25.38;837;843;0;1
2023-11-22;50.46;36.25;339;843;1;0
2023-09-26;59.94;17.49;661;843;0;0
2023-01-31;56.13;34.68;796;843;1;0
2020-09-09;40.1;23.72;322;843;1;1
2023-05-25;44.42;25.23;392;843;1;0
2020-11-07;58.38;15.13;327;843;1;1
2022-10-05;39.68;30.28;372;843;1;0
2021-02-01;40.6;40.73;558;843;1;1
2023-05-12;34.65;11.66;735;843;1;0
2023-02-21;59.44;33.67;564;843;0;1
2022-01-02;54.57;46.49;833;843;0;1
2021-06-04;41.29;40.82;319;843;0;1
2023-06-16;58.19;22.92;861;843;0;0
2023-09-15;34.14;40.94;896;843;0;1
2023-08-22;45.54;35.47;744;843;1;1
2023-11-15;49.04;20.57;392;843;0;0
2023-02-10;57.56;28.83;739;843;0;1
2021-03-09;55.75;29.24;608;843;1;0
2023-09-24;43.85;29.01;855;843;1;0
2020-11-01;55.45;33.8;312;843;0;1
2021-06-10;46.82;44.79;643;843;1;1
2022-02-12;38.64;28.17;583;843;0;1
2021-11-09;51.31;14.21;734;843;0;0
2022-12-02;40.7;41.68;883;843;0;1
2021-01-11;42.69;32.47;474;843;1;0
2020-12-28;48.33;33.57;587;843;0;1
2023-10-08;42.2;47.35;403;843;1;1
2021-05-22;42.58;36.77;867;843;1;0
2022-02-01;30.27;28.96;651;843;0;0
2022-05-24;43.0;21.27;464;843;1;0
2023-11-08;53.62;38.05;847;843;1;0
2021-06-23;45.29;35.35;718;843;1;1
2024-11-27;40.3;46.41;529;843;1;0
2021-09-26;41.37;32.57;481;843;0;1
2023-12-25;32.44;17.17;658;843;1;1
2024-01-21;34.26;13.87;310;843;1;0
2023-01-09;40.37;33.65;727;843;0;0
2024-08-28;49.01;19.93;487;843;1;0
2021-03-27;52.1;20.54;569;843;0;1
2024-03-10;33.09;10.43;772;843;1;0
2020-08-19;52.77;49.93;428;843;1;1
2025-05-20;54.17;45.15;848;843;0;0
2022-09-13;36.87;48.66;781;843;0;1
2024-10-24;58.27;14.76;603;843;1;0
2024-04-18;43.16;19.43;447;843;0;1
2022-10-25;33.11;16.9;692;843;0;1
2022-06-06;33.87;13.99;676;843;0;1
2023-11-16;32.03;16.82;819;843;0;0
2022-03-17;59.61;39.42;800;843;0;1
2024-05-21;36.32;47.31;833;843;0;0
2024-06-30;59.81;36.59;306;843;0;0
2020-12-11;33.68;22.52;652;843;1;1
2024-09-30;58.48;49.65;379;843;0;1
2024-11-27;39.85;29.77;402;843;0;0
2021-03-11;56.55;38.63;891;843;0;0
2023-10-17;57.78;44.18;346;843;0;0
2024-06-28;35.59;19.42;772;843;0;1
2025-02-25;35.3;30.17;414;843;1;1
2023-05-02;48.07;38.8;648;843;1;0
2020-08-05;56.98;35.83;888;843;1;1
2024-05-21;32.82;13.72;414;843;0;0
2023-11-16;45.74;15.87;575;843;0;1
2022-12-11;49.84;45.75;326;843;0;0
2020-08-01;58.43;37.69;483;843;0;1
2020-10-12;51.4;19.36;425;843;1;1
2024-04-26;55.9;24.99;895;843;0;1
2021-08-30;58.54;19.4;790;843;1;1
2022-04-25;48.16;22.34;591;843;1;1
2020-10-25;49.3;17.81;580;843;1;1
2024-02-15;40.71;34.02;812;843;1;1
2024-08-21;34.28;47.79;405;843;1;0
2020-07-03;45.88;18.3;888;843;1;1
2024-12-22;46.1;25.74;660;843;0;1
2021-04-15;31.66;49.7;389;843;1;0
2022-11-08;31.09;29.06;625;843;1;0
2024-01-03;38.85;11.07;510;843;1;1
2025-03-17;54.07;15.91;389;843;0;0
2020-12-25;41.89;25.74;589;843;1;1
2023-10-24;45.01;15.59;673;843;1;0
2021-07-02;55.14;46.94;388;843;0;0
2024-11-25;47.37;11.53;382;843;0;0
2024-08-10;46.69;32.17;895;843;0;0
2022-09-22;59.19;37.55;394;843;1;1
2025-05-13;46.14;29.14;306;843;1;0
2020-07-03;32.24;30.24;419;843;0;0
2025-02-23;41.33;15.85;328;843;1;1
2024-07-29;43.55;16.84;597;843;0;1
2025-01-17;31.65;37.07;684;843;1;0
2024-11-02;45.29;37.2;835;843;0;0
2024-02-07;57.24;44.92;789;843;1;1
2023-04-28;58.59;27.05;494;843;0;0
2022-09-29;33.15;49.36;716;843;1;1
2023-07-28;33.38;43.0;872;843;1;1
2024-10-20;58.51;32.03;897;843;0;1
2023-09-02;52.11;35.94;432;843;1;0
2022-06-17;46.83;13.83;540;843;0;1
2023-08-26;54.9;20.53;791;843;0;0
2020-12-24;59.98;27.02;412;843;1;0
2021-08-29;49.92;32.57;837;843;1;0
2023-01-13;49.13;25.69;373;843;1;0
2022-07-20;53.91;42.67;579;843;0;0
2023-01-09;43.52;35.91;858;843;1;1
2023-07-30;51.54;30.33;523;843;0;1
2024-08-02;50.82;41.19;629;843;0;0
2020-07-23;34.09;45.06;762;843;1;0
2022-02-24;44.42;33.64;466;843;1;0
2021-02-26;45.46;27.33;576;843;1;0
2021-08-21;56.25;39.68;493;843;1;0
2020-08-17;56.45;23.0;520;843;1;0
2022-04-13;53.22;34.73;712;843;0;0
2021-12-07;30.36;46.2;339;843;1;1
2024-12-22;48.42;14.79;819;843;1;1
2024-09-02;57.85;29.24;524;843;1;0
2022-11-19;33.64;30.88;604;843;0;0
2020-08-15;58.23;22.14;891;843;0;0
2020-07-26;31.96;30.8;534;843;0;1
2024-08-11;41.18;33.23;322;843;1;1
2023-11-08;42.57;29.67;650;843;1;0
2023-04-18;30.06;12.27;645;843;1;0
2024-03-25;35.87;18.4;824;843;0;0
2023-10-07;53.39;24.24;440;843;1;0
2023-09-24;42.13;28.58;312;843;0;0
2023-10-12;47.5;42.96;323;843;0;0
2024-04-26;44.82;44.22;352;843;1;0
2024-04-20;36.68;27.82;793;843;0;1
2020-12-24;55.18;14.82;510;843;1;0
2023-03-30;33.01;18.62;551;843;0;1
2022-11-05;48.28;36.87;499;843;1;0
2023-07-15;45.06;47.45;817;843;1;0
2025-02-24;42.18;30.22;387;843;1;1
2024-07-28;35.44;30.92;633;843;0;1
2022-12-18;55.91;33.81;352;843;0;1
2022-09-24;31.65;36.34;431;843;0;1
2021-09-10;52.51;48.26;684;843;1;1
2021-10-13;39.05;27.14;689;843;1;1
2024-07-14;48.25;45.71;311;843;1;1
2021-05-01;52.39;49.82;731;843;0;0
2020-07-04;54.64;17.64;638;843;1;1
2021-09-24;48.6;15.93;882;843;0;0
2023-06-28;45.99;36.41;820;843;1;0
2025-03-30;42.16;32.23;734;843;0;1
2023-08-03;46.76;10.2;374;843;0;0
2021-06-10;53.46;39.84;564;843;1;0
2024-10-05;32.47;45.36;362;843;0;0
2023-06-16;44.88;19.58;740;843;0;1
2022-12-14;37.18;38.19;526;843;0;0
2024-03-02;55.6;11.23;704;843;1;1
2025-02-01;35.79;24.01;448;843;1;1
2025-01-04;48.58;48.29;827;843;0;1
2021-05-05;43.92;24.45;317;843;0;0
2022-05-11;41.83;43.58;578;843;1;1
2020-11-05;36.67;49.15;618;843;1;1
2023-05-12;37.3;49.69;607;843;0;1
2021-12-25;43.71;44.08;401;843;0;0
2023-08-29;30.87;47.81;560;843;1;1
2023-04-09;39.89;29.34;815;843;0;1
2024-08-29;50.19;43.71;609;843;0;1
2020-09-12;56.94;49.16;814;843;0;1
2022-08-25;40.19;49.07;488;843;1;1
2020-11-30;38.04;24.13;483;843;1;1
2021-11-20;30.67;33.36;560;843;1;1
2022-11-29;39.35;20.52;470;843;1;1
2022-02-16;44.87;27.24;495;843;0;0
2021-08-09;43.22;12.26;597;843;0;0
2025-04-06;39.0;40.87;717;843;0;0
2023-03-10;41.58;19.28;333;843;1;0
2021-12-21;30.06;25.97;301;843;0;1
2021-01-16;42.24;23.56;485;843;1;0
2022-07-09;33.17;32.61;687;843;0;1
2024-03-18;30.66;37.35;602;843;1;1
2021-11-19;36.12;45.49;546;843;0;1
2025-05-01;54.46;12.97;589;843;1;1
2022-02-18;36.01;45.5;327;843;0;0
2023-12-13;37.98;38.66;615;843;0;0
2022-07-13;56.93;18.17;773;843;1;1
2024-09-08;42.17;28.35;833;843;0;1
2022-02-24;58.26;15.61;775;843;1;0
2024-09-24;42.77;24.45;753;843;0;1
2022-09-15;36.4;19.08;560;843;1;0
2020-08-05;41.18;49.69;308;843;1;1
2022-03-06;40.68;31.66;694;843;0;1
2025-03-27;42.69;16.18;571;843;1;0
2023-08-23;56.46;40.7;738;843;0;0
2022-04-05;36.35;15.85;383;843;1;1
2021-03-24;44.43;30.2;339;843;1;0
2021-12-14;59.46;29.43;311;843;0;1
2021-10-07;50.22;26.55;829;843;0;0
2023-11-27;35.95;13.7;823;843;1;0
2021-09-19;36.89;41.12;755;843;0;1
2021-03-09;38.64;27.67;466;843;0;1
2021-02-18;30.55;13.76;395;843;1;1
2021-05-03;43.13;43.32;612;843;1;1
2021-08-03;33.06;49.6;369;843;0;0
2023-10-02;30.33;20.69;564;843;1;1
2021-11-03;57.08;28.11;397;843;0;1
2023-09-21;41.45;20.65;852;843;0;0
2025-03-04;31.98;33.45;824;843;1;0
2024-02-10;46.98;15.48;362;843;0;1
2021-04-08;55.58;48.08;346;843;0;0
2024-10-03;56.69;10.39;331;843;0;0
2022-01-04;45.88;36.39;640;843;0;0
2022-07-30;39.91;12.53;664;843;1;1
2020-07-05;54.05;26.47;661;843;1;0
2022-12-08;39.66;29.68;527;843;1;1
2024-06-02;37.03;48.39;692;843;0;1
2021-11-11;31.09;33.23;332;843;1;1
2024-01-09;40.64;26.7;408;843;1;1
2024-07-26;53.1;29.76;733;843;1;1
2021-03-13;56.75;38.97;441;843;0;0
2023-04-09;49.07;17.71;770;843;0;0
2020-12-07;46.55;25.51;782;843;1;0
2022-10-17;56.46;17.49;462;843;1;0
2024-03-23;40.27;40.39;665;843;0;1
2021-05-03;56.68;47.61;663;843;0;0
2025-02-18;55.19;32.13;433;843;0;1
2025-05-14;32.87;28.33;838;843;0;0
2021-06-30;53.13;21.73;329;843;1;1
2024-08-31;41.95;32.07;397;843;0;1
2025-06-02;43.73;41.67;503;843;0;0
2023-09-14;53.88;43.12;601;843;1;1
2020-11-05;35.86;37.28;894;843;0;0
2025-04-04;52.58;45.17;800;843;1;1
2022-10-30;55.11;35.27;759;843;0;1
2025-01-31;48.69;36.79;301;843;0;0
2023-11-08;45.89;20.31;556;843;0;0
2024-12-24;50.46;25.72;608;843;0;1
2023-11-18;53.28;19.09;661;843;1;0
2023-06-28;46.79;37.18;328;843;0;0
2024-07-29;47.48;40.23;687;843;0;0
2023-10-09;32.07;34.02;819;843;1;0
2020-06-19;39.9;25.08;715;843;0;0
2024-01-16;56.85;27.77;716;843;0;0
2020-06-23;44.83;15.0;749;843;1;1
2024-05-04;56.81;23.0;785;843;1;0
2021-02-24;46.12;35.7;499;843;0;1
2022-12-12;34.69;40.36;716;843;1;0
2020-09-20;33.15;36.0;638;843;0;0
2024-08-23;48.52;37.82;662;843;0;1
2021-12-21;41.29;18.2;705;843;0;1
